CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,HIBNature,HIBAlleged,HIBConfirmed,TotalHIBInvestigations,Year
03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,060,UPPER SCHOOL,Other,0,0,0,2017-18
03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,060,UPPER SCHOOL,Race,1,1,2,2017-18
03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,060,UPPER SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,060,UPPER SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,050,FAIR LAWN HIGH SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,050,FAIR LAWN HIGH SCHOOL,Disability,0,1,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,050,FAIR LAWN HIGH SCHOOL,Gender,0,2,2,2017-18
03,BERGEN,1450,FAIR LAWN BORO,050,FAIR LAWN HIGH SCHOOL,No Identified Nature,11,0,11,2017-18
03,BERGEN,1450,FAIR LAWN BORO,050,FAIR LAWN HIGH SCHOOL,Other,1,2,3,2017-18
03,BERGEN,1450,FAIR LAWN BORO,050,FAIR LAWN HIGH SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,050,FAIR LAWN HIGH SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,050,FAIR LAWN HIGH SCHOOL,Sexual Orientation,0,1,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,060,THOMAS JEFFERSON MIDDLE SCHOOL,Ancestry,0,3,3,2017-18
03,BERGEN,1450,FAIR LAWN BORO,060,THOMAS JEFFERSON MIDDLE SCHOOL,Disability,9,7,16,2017-18
03,BERGEN,1450,FAIR LAWN BORO,060,THOMAS JEFFERSON MIDDLE SCHOOL,Gender,0,1,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,060,THOMAS JEFFERSON MIDDLE SCHOOL,No Identified Nature,15,0,15,2017-18
03,BERGEN,1450,FAIR LAWN BORO,060,THOMAS JEFFERSON MIDDLE SCHOOL,Other,6,6,12,2017-18
03,BERGEN,1450,FAIR LAWN BORO,060,THOMAS JEFFERSON MIDDLE SCHOOL,Race,2,7,9,2017-18
03,BERGEN,1450,FAIR LAWN BORO,060,THOMAS JEFFERSON MIDDLE SCHOOL,Religion,0,1,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,060,THOMAS JEFFERSON MIDDLE SCHOOL,Sexual Orientation,7,5,12,2017-18
03,BERGEN,1450,FAIR LAWN BORO,070,MEMORIAL MIDDLE SCHOOL,Ancestry,1,1,2,2017-18
03,BERGEN,1450,FAIR LAWN BORO,070,MEMORIAL MIDDLE SCHOOL,Disability,1,2,3,2017-18
03,BERGEN,1450,FAIR LAWN BORO,070,MEMORIAL MIDDLE SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,070,MEMORIAL MIDDLE SCHOOL,No Identified Nature,1,0,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,070,MEMORIAL MIDDLE SCHOOL,Other,8,3,11,2017-18
03,BERGEN,1450,FAIR LAWN BORO,070,MEMORIAL MIDDLE SCHOOL,Race,4,1,5,2017-18
03,BERGEN,1450,FAIR LAWN BORO,070,MEMORIAL MIDDLE SCHOOL,Religion,4,0,4,2017-18
03,BERGEN,1450,FAIR LAWN BORO,070,MEMORIAL MIDDLE SCHOOL,Sexual Orientation,3,1,4,2017-18
03,BERGEN,1450,FAIR LAWN BORO,080,HENRY B. MILNES ELEMENTARY SCHOOL,Ancestry,1,0,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,080,HENRY B. MILNES ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,080,HENRY B. MILNES ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,080,HENRY B. MILNES ELEMENTARY SCHOOL,No Identified Nature,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,080,HENRY B. MILNES ELEMENTARY SCHOOL,Other,4,0,4,2017-18
03,BERGEN,1450,FAIR LAWN BORO,080,HENRY B. MILNES ELEMENTARY SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,080,HENRY B. MILNES ELEMENTARY SCHOOL,Religion,1,0,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,080,HENRY B. MILNES ELEMENTARY SCHOOL,Sexual Orientation,1,0,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,085,JOHN A. FORREST ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,085,JOHN A. FORREST ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,085,JOHN A. FORREST ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,085,JOHN A. FORREST ELEMENTARY SCHOOL,No Identified Nature,7,0,7,2017-18
03,BERGEN,1450,FAIR LAWN BORO,085,JOHN A. FORREST ELEMENTARY SCHOOL,Other,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,085,JOHN A. FORREST ELEMENTARY SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,085,JOHN A. FORREST ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,085,JOHN A. FORREST ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,100,LYNCREST ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,100,LYNCREST ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,100,LYNCREST ELEMENTARY SCHOOL,Gender,1,1,2,2017-18
03,BERGEN,1450,FAIR LAWN BORO,100,LYNCREST ELEMENTARY SCHOOL,No Identified Nature,2,0,2,2017-18
03,BERGEN,1450,FAIR LAWN BORO,100,LYNCREST ELEMENTARY SCHOOL,Other,1,2,3,2017-18
03,BERGEN,1450,FAIR LAWN BORO,100,LYNCREST ELEMENTARY SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,100,LYNCREST ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,100,LYNCREST ELEMENTARY SCHOOL,Sexual Orientation,1,1,2,2017-18
03,BERGEN,1450,FAIR LAWN BORO,110,RADBURN ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,110,RADBURN ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,110,RADBURN ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,110,RADBURN ELEMENTARY SCHOOL,No Identified Nature,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,110,RADBURN ELEMENTARY SCHOOL,Other,1,0,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,110,RADBURN ELEMENTARY SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,110,RADBURN ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,110,RADBURN ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,140,WARREN POINT ELEMENTARY SCHOOL,Ancestry,1,0,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,140,WARREN POINT ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,140,WARREN POINT ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,140,WARREN POINT ELEMENTARY SCHOOL,No Identified Nature,4,0,4,2017-18
03,BERGEN,1450,FAIR LAWN BORO,140,WARREN POINT ELEMENTARY SCHOOL,Other,4,2,6,2017-18
03,BERGEN,1450,FAIR LAWN BORO,140,WARREN POINT ELEMENTARY SCHOOL,Race,1,0,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,140,WARREN POINT ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,140,WARREN POINT ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,160,WESTMORELAND ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,160,WESTMORELAND ELEMENTARY SCHOOL,Disability,0,2,2,2017-18
03,BERGEN,1450,FAIR LAWN BORO,160,WESTMORELAND ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,160,WESTMORELAND ELEMENTARY SCHOOL,No Identified Nature,1,0,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,160,WESTMORELAND ELEMENTARY SCHOOL,Other,0,1,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,160,WESTMORELAND ELEMENTARY SCHOOL,Race,0,1,1,2017-18
03,BERGEN,1450,FAIR LAWN BORO,160,WESTMORELAND ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1450,FAIR LAWN BORO,160,WESTMORELAND ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,060,LINCOLN SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,060,LINCOLN SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,060,LINCOLN SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,060,LINCOLN SCHOOL,No Identified Nature,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,060,LINCOLN SCHOOL,Other,0,1,1,2017-18
03,BERGEN,1470,FAIRVIEW BORO,060,LINCOLN SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,060,LINCOLN SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,060,LINCOLN SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,065,LINCOLN SCHOOL ANNEX,Ancestry,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,065,LINCOLN SCHOOL ANNEX,Disability,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,065,LINCOLN SCHOOL ANNEX,Gender,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,065,LINCOLN SCHOOL ANNEX,No Identified Nature,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,065,LINCOLN SCHOOL ANNEX,Other,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,065,LINCOLN SCHOOL ANNEX,Race,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,065,LINCOLN SCHOOL ANNEX,Religion,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,065,LINCOLN SCHOOL ANNEX,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,080,NUMBER THREE SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,080,NUMBER THREE SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,080,NUMBER THREE SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,080,NUMBER THREE SCHOOL,No Identified Nature,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,080,NUMBER THREE SCHOOL,Other,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,080,NUMBER THREE SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,080,NUMBER THREE SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1470,FAIRVIEW BORO,080,NUMBER THREE SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,050,FORT LEE HIGH SCHOOL,Ancestry,0,2,2,2017-18
03,BERGEN,1550,FORT LEE BORO,050,FORT LEE HIGH SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,050,FORT LEE HIGH SCHOOL,Gender,0,8,8,2017-18
03,BERGEN,1550,FORT LEE BORO,050,FORT LEE HIGH SCHOOL,No Identified Nature,32,0,32,2017-18
03,BERGEN,1550,FORT LEE BORO,050,FORT LEE HIGH SCHOOL,Other,0,5,5,2017-18
03,BERGEN,1550,FORT LEE BORO,050,FORT LEE HIGH SCHOOL,Race,0,2,2,2017-18
03,BERGEN,1550,FORT LEE BORO,050,FORT LEE HIGH SCHOOL,Religion,0,1,1,2017-18
03,BERGEN,1550,FORT LEE BORO,050,FORT LEE HIGH SCHOOL,Sexual Orientation,0,1,1,2017-18
03,BERGEN,1550,FORT LEE BORO,060,SCHOOL NO. 1,Ancestry,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,060,SCHOOL NO. 1,Disability,1,1,2,2017-18
03,BERGEN,1550,FORT LEE BORO,060,SCHOOL NO. 1,Gender,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,060,SCHOOL NO. 1,No Identified Nature,4,0,4,2017-18
03,BERGEN,1550,FORT LEE BORO,060,SCHOOL NO. 1,Other,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,060,SCHOOL NO. 1,Race,0,1,1,2017-18
03,BERGEN,1550,FORT LEE BORO,060,SCHOOL NO. 1,Religion,0,1,1,2017-18
03,BERGEN,1550,FORT LEE BORO,060,SCHOOL NO. 1,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,070,SCHOOL NO. 2,Ancestry,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,070,SCHOOL NO. 2,Disability,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,070,SCHOOL NO. 2,Gender,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,070,SCHOOL NO. 2,No Identified Nature,7,0,7,2017-18
03,BERGEN,1550,FORT LEE BORO,070,SCHOOL NO. 2,Other,1,1,2,2017-18
03,BERGEN,1550,FORT LEE BORO,070,SCHOOL NO. 2,Race,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,070,SCHOOL NO. 2,Religion,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,070,SCHOOL NO. 2,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,080,SCHOOL NO. 3,Ancestry,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,080,SCHOOL NO. 3,Disability,0,2,2,2017-18
03,BERGEN,1550,FORT LEE BORO,080,SCHOOL NO. 3,Gender,0,2,2,2017-18
03,BERGEN,1550,FORT LEE BORO,080,SCHOOL NO. 3,No Identified Nature,11,0,11,2017-18
03,BERGEN,1550,FORT LEE BORO,080,SCHOOL NO. 3,Other,2,10,12,2017-18
03,BERGEN,1550,FORT LEE BORO,080,SCHOOL NO. 3,Race,2,4,6,2017-18
03,BERGEN,1550,FORT LEE BORO,080,SCHOOL NO. 3,Religion,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,080,SCHOOL NO. 3,Sexual Orientation,1,0,1,2017-18
03,BERGEN,1550,FORT LEE BORO,090,SCHOOL NO. 4,Ancestry,1,0,1,2017-18
03,BERGEN,1550,FORT LEE BORO,090,SCHOOL NO. 4,Disability,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,090,SCHOOL NO. 4,Gender,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,090,SCHOOL NO. 4,No Identified Nature,15,0,15,2017-18
03,BERGEN,1550,FORT LEE BORO,090,SCHOOL NO. 4,Other,0,4,4,2017-18
03,BERGEN,1550,FORT LEE BORO,090,SCHOOL NO. 4,Race,1,2,3,2017-18
03,BERGEN,1550,FORT LEE BORO,090,SCHOOL NO. 4,Religion,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,090,SCHOOL NO. 4,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1550,FORT LEE BORO,100,LEWIS F. COLE MIDDLE SCHOOL,Ancestry,0,1,1,2017-18
03,BERGEN,1550,FORT LEE BORO,100,LEWIS F. COLE MIDDLE SCHOOL,Disability,1,0,1,2017-18
03,BERGEN,1550,FORT LEE BORO,100,LEWIS F. COLE MIDDLE SCHOOL,Gender,5,5,10,2017-18
03,BERGEN,1550,FORT LEE BORO,100,LEWIS F. COLE MIDDLE SCHOOL,No Identified Nature,17,0,17,2017-18
03,BERGEN,1550,FORT LEE BORO,100,LEWIS F. COLE MIDDLE SCHOOL,Other,19,22,41,2017-18
03,BERGEN,1550,FORT LEE BORO,100,LEWIS F. COLE MIDDLE SCHOOL,Race,2,0,2,2017-18
03,BERGEN,1550,FORT LEE BORO,100,LEWIS F. COLE MIDDLE SCHOOL,Religion,0,1,1,2017-18
03,BERGEN,1550,FORT LEE BORO,100,LEWIS F. COLE MIDDLE SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,015,FRANKLIN AVENUE MIDDLE SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,015,FRANKLIN AVENUE MIDDLE SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,015,FRANKLIN AVENUE MIDDLE SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,015,FRANKLIN AVENUE MIDDLE SCHOOL,No Identified Nature,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,015,FRANKLIN AVENUE MIDDLE SCHOOL,Other,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,015,FRANKLIN AVENUE MIDDLE SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,015,FRANKLIN AVENUE MIDDLE SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,015,FRANKLIN AVENUE MIDDLE SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,020,HIGH MOUNTAIN ROAD SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,020,HIGH MOUNTAIN ROAD SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,020,HIGH MOUNTAIN ROAD SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,020,HIGH MOUNTAIN ROAD SCHOOL,No Identified Nature,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,020,HIGH MOUNTAIN ROAD SCHOOL,Other,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,020,HIGH MOUNTAIN ROAD SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,020,HIGH MOUNTAIN ROAD SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,020,HIGH MOUNTAIN ROAD SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,030,WOODSIDE AVENUE SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,030,WOODSIDE AVENUE SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,030,WOODSIDE AVENUE SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,030,WOODSIDE AVENUE SCHOOL,No Identified Nature,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,030,WOODSIDE AVENUE SCHOOL,Other,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,030,WOODSIDE AVENUE SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,030,WOODSIDE AVENUE SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,030,WOODSIDE AVENUE SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,040,COLONIAL ROAD SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,040,COLONIAL ROAD SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,040,COLONIAL ROAD SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,040,COLONIAL ROAD SCHOOL,No Identified Nature,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,040,COLONIAL ROAD SCHOOL,Other,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,040,COLONIAL ROAD SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,040,COLONIAL ROAD SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1580,FRANKLIN LAKES BORO,040,COLONIAL ROAD SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,Ancestry,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,Disability,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,Gender,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,No Identified Nature,1,0,1,2017-18
03,BERGEN,1700,GARFIELD CITY,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,Other,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,Race,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,Religion,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,050,GARFIELD HIGH SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,050,GARFIELD HIGH SCHOOL,Disability,2,0,2,2017-18
03,BERGEN,1700,GARFIELD CITY,050,GARFIELD HIGH SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,050,GARFIELD HIGH SCHOOL,No Identified Nature,2,0,2,2017-18
03,BERGEN,1700,GARFIELD CITY,050,GARFIELD HIGH SCHOOL,Other,3,3,6,2017-18
03,BERGEN,1700,GARFIELD CITY,050,GARFIELD HIGH SCHOOL,Race,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,050,GARFIELD HIGH SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,050,GARFIELD HIGH SCHOOL,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,060,CHRISTOPHER COLUMBUS SCHOOL #8,Ancestry,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,060,CHRISTOPHER COLUMBUS SCHOOL #8,Disability,0,1,1,2017-18
03,BERGEN,1700,GARFIELD CITY,060,CHRISTOPHER COLUMBUS SCHOOL #8,Gender,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,060,CHRISTOPHER COLUMBUS SCHOOL #8,No Identified Nature,2,0,2,2017-18
03,BERGEN,1700,GARFIELD CITY,060,CHRISTOPHER COLUMBUS SCHOOL #8,Other,1,4,5,2017-18
03,BERGEN,1700,GARFIELD CITY,060,CHRISTOPHER COLUMBUS SCHOOL #8,Race,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,060,CHRISTOPHER COLUMBUS SCHOOL #8,Religion,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,060,CHRISTOPHER COLUMBUS SCHOOL #8,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,070,GARFIELD MIDDLE SCHOOL,Ancestry,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,070,GARFIELD MIDDLE SCHOOL,Disability,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,070,GARFIELD MIDDLE SCHOOL,Gender,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,070,GARFIELD MIDDLE SCHOOL,No Identified Nature,9,0,9,2017-18
03,BERGEN,1700,GARFIELD CITY,070,GARFIELD MIDDLE SCHOOL,Other,3,5,8,2017-18
03,BERGEN,1700,GARFIELD CITY,070,GARFIELD MIDDLE SCHOOL,Race,2,1,3,2017-18
03,BERGEN,1700,GARFIELD CITY,070,GARFIELD MIDDLE SCHOOL,Religion,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,070,GARFIELD MIDDLE SCHOOL,Sexual Orientation,1,0,1,2017-18
03,BERGEN,1700,GARFIELD CITY,080,ABRAHAM LINCOLN SCHOOL #6,Ancestry,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,080,ABRAHAM LINCOLN SCHOOL #6,Disability,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,080,ABRAHAM LINCOLN SCHOOL #6,Gender,1,0,1,2017-18
03,BERGEN,1700,GARFIELD CITY,080,ABRAHAM LINCOLN SCHOOL #6,No Identified Nature,1,0,1,2017-18
03,BERGEN,1700,GARFIELD CITY,080,ABRAHAM LINCOLN SCHOOL #6,Other,1,0,1,2017-18
03,BERGEN,1700,GARFIELD CITY,080,ABRAHAM LINCOLN SCHOOL #6,Race,1,0,1,2017-18
03,BERGEN,1700,GARFIELD CITY,080,ABRAHAM LINCOLN SCHOOL #6,Religion,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,080,ABRAHAM LINCOLN SCHOOL #6,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,086,GARFIELD PUBLIC PRESCHOOL ANNEX,Ancestry,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,086,GARFIELD PUBLIC PRESCHOOL ANNEX,Disability,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,086,GARFIELD PUBLIC PRESCHOOL ANNEX,Gender,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,086,GARFIELD PUBLIC PRESCHOOL ANNEX,No Identified Nature,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,086,GARFIELD PUBLIC PRESCHOOL ANNEX,Other,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,086,GARFIELD PUBLIC PRESCHOOL ANNEX,Race,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,086,GARFIELD PUBLIC PRESCHOOL ANNEX,Religion,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,086,GARFIELD PUBLIC PRESCHOOL ANNEX,Sexual Orientation,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,100,ROOSEVELT SCHOOL #7,Ancestry,0,0,0,2017-18
03,BERGEN,1700,GARFIELD CITY,100,ROOSEVELT SCHOOL #7,Disability,0,0,0,2017-18
